country,ecoSeries,ecoAPI,localAPI,localSeries,localDataset,Title,SubTitle,API_base,API_full,source,source_long,description,units,date,field,multiplier
usa,rate,https://api.economicsobservatory.com/usa/rate,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=DFF,DFF,,Fed Funds,"Effective Federal Reserve Rate, % | Source: FRED through ECO API",https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=DFF,FRED,US Federal Reserve Economic Data,,%,observations.date,observations.value,1
usa,empd,https://api.economicsobservatory.com/usa/empd,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=PAYEMS,PAYEMS,,Employed,"Non-farm payroll, thousands | Source: FRED through ECO API",https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=PAYEMS,FRED,US Federal Reserve Economic Data,,thousands,observations.date,observations.value,1
usa,houp,https://api.economicsobservatory.com/usa/houp,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=USSTHPI,USSTHPI,,House Prices,"Average, Index 1980 Q1 = 100, | Source: FRED through ECO API",https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=USSTHPI,FRED,US Federal Reserve Economic Data,,Index 1980 Q1 = 100,observations.date,observations.value,1
can,labo,https://api.economicsobservatory.com/can/labo,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=2062810,2062810,14100287,Labour force,Thousands | Source: STATCAN through ECO API,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=2062810,STATCAN,Statistics Canada,,thousands,object.vectorDataPoint.refPer,object.vectorDataPoint.value,1
can,fcxp,https://api.economicsobservatory.com/can/fcxp,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=62305723,62305723,36100104,Final consumption expenditure,$ million CAD | Source: STATCAN through ECO API,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=62305723,STATCAN,Statistics Canada,,$ million CAD,object.vectorDataPoint.refPer,object.vectorDataPoint.value,1
can,good,https://api.economicsobservatory.com/can/good,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=62305725,62305725,36100104,Goods,$ million CAD | Source: STATCAN through ECO API,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=62305725,STATCAN,Statistics Canada,,$ million CAD,object.vectorDataPoint.refPer,object.vectorDataPoint.value,1
can,serv,https://api.economicsobservatory.com/can/serv,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=62305729,62305729,36100104,Services,$ million CAD | Source: STATCAN through ECO API,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=62305729,STATCAN,Statistics Canada,,$ million CAD,object.vectorDataPoint.refPer,object.vectorDataPoint.value,1
can,debt,https://api.economicsobservatory.com/can/debt,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=86822802,,,Debt,,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=86822802,STATCAN,Statistics Canada,,,object.vectorDataPoint.refPer,object.vectorDataPoint.value,2
can,by10,https://api.economicsobservatory.com/can/by10,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=39055,,,10-year bond yield,,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=39055,STATCAN,Statistics Canada,,,object.vectorDataPoint.refPer,object.vectorDataPoint.value,3
can,grow,https://api.economicsobservatory.com/can/grow,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=2622176,,,Growth rate,,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=2622176,STATCAN,Statistics Canada,,,object.vectorDataPoint.refPer,object.vectorDataPoint.value,5
can,prod,https://api.economicsobservatory.com/can/prod,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=111384112,,,Productivity,,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=111384112,STATCAN,Statistics Canada,,,object.vectorDataPoint.refPer,object.vectorDataPoint.value,11
can,ineq,https://api.economicsobservatory.com/can/ineq,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=96439636,,,Inequality,,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=96439636,STATCAN,Statistics Canada,,,object.vectorDataPoint.refPer,object.vectorDataPoint.value,13
can,wage,https://api.economicsobservatory.com/can/wage,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=105812714,,,Weekly wage,,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=,https://www150.statcan.gc.ca/t1/wds/rest/getDataFromVectorByReferencePeriodRange?startRefPeriod=1900-01-01&endReferencePeriod=2025-01-01&vectorIds=105812714,STATCAN,Statistics Canada,,,object.vectorDataPoint.refPer,object.vectorDataPoint.value,15
aus,infl,https://api.economicsobservatory.com/aus/infl,https://api.data.abs.gov.au/data/CPI/3.10001.10.50.Q?detail=dataonly&format=jsondata,3.10001.10.50.Q,CPI,Inflation,CPI all,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/CPI/3.10001.10.50.Q?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,inff,https://api.economicsobservatory.com/aus/inff,https://api.data.abs.gov.au/data/CPI/3.20001.10.50.Q?detail=dataonly&format=jsondata,3.20001.10.50.Q,CPI,Inflation - food,And non-alcoholic drink,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/CPI/3.20001.10.50.Q?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,infc,https://api.economicsobservatory.com/aus/infc,https://api.data.abs.gov.au/data/CPI/3.131197.10.50.Q?detail=dataonly&format=jsondata,3.131197.10.50.Q,CPI,Inflation - core,Ex food and energy,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/CPI/3.131197.10.50.Q?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,infb,https://api.economicsobservatory.com/aus/infb,https://api.data.abs.gov.au/data/CPI/3.40087.10.50.Q?detail=dataonly&format=jsondata,3.40087.10.50.Q,CPI,Inflation - beer,Effective Federal Reserve Rate,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/CPI/3.40087.10.50.Q?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,empd,https://api.economicsobservatory.com/aus/empd,https://api.data.abs.gov.au/data/ABS_LABOUR_ACCT/M9.AUS.TOTAL.A?detail=dataonly&format=jsondata,M9.AUS.TOTAL.A,ABS_LABOUR_ACCT,Employed,Total jobs all industries,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/ABS_LABOUR_ACCT/M9.AUS.TOTAL.A?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,inco,https://api.economicsobservatory.com/aus/inco,https://api.data.abs.gov.au/data/ABS_LABOUR_ACCT/M1.AUS.TOTAL.A?detail=dataonly&format=jsondata,M1.AUS.TOTAL.A,ABS_LABOUR_ACCT,Income,Average,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/ABS_LABOUR_ACCT/M1.AUS.TOTAL.A?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,hour,https://api.economicsobservatory.com/aus/hour,https://api.data.abs.gov.au/data/ABS_LABOUR_ACCT/M6.AUS.TOTAL.A?detail=dataonly&format=jsondata,M6.AUS.TOTAL.A,ABS_LABOUR_ACCT,Hours,Average per job,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/ABS_LABOUR_ACCT/M6.AUS.TOTAL.A?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,vaca,https://api.economicsobservatory.com/aus/vaca,https://api.data.abs.gov.au/data/ABS_LABOUR_ACCT/M10.AUS.TOTAL.A?detail=dataonly&format=jsondata,M10.AUS.TOTAL.A,ABS_LABOUR_ACCT,Vacancies,Number,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/ABS_LABOUR_ACCT/M10.AUS.TOTAL.A?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,uned,https://api.economicsobservatory.com/aus/uned,https://api.data.abs.gov.au/data/ABS_LABOUR_ACCT/M24.AUS.TOTAL.A?detail=dataonly&format=jsondata,M24.AUS.TOTAL.A,ABS_LABOUR_ACCT,Unemployed,LFS,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/ABS_LABOUR_ACCT/M24.AUS.TOTAL.A?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,unde,https://api.economicsobservatory.com/aus/unde,https://api.data.abs.gov.au/data/ABS_LABOUR_ACCT/M27.AUS.TOTAL.A?detail=dataonly&format=jsondata,M27.AUS.TOTAL.A,ABS_LABOUR_ACCT,Underemployed,LFS,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/ABS_LABOUR_ACCT/M27.AUS.TOTAL.A?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,inac,https://api.economicsobservatory.com/aus/inac,https://api.data.abs.gov.au/data/ABS_LABOUR_ACCT/M26.AUS.TOTAL.A?detail=dataonly&format=jsondata,M26.AUS.TOTAL.A,ABS_LABOUR_ACCT,Inactive,LFS,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/ABS_LABOUR_ACCT/M26.AUS.TOTAL.A?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,gdpn,https://api.economicsobservatory.com/aus/gdpn,https://api.data.abs.gov.au/data/ANA_AGG/M1.GPM.10.AUS.Q?detail=dataonly&format=jsondata,M1.GPM.10.AUS.Q,ANA_AGG,GDP,Volume measure,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/ANA_AGG/M1.GPM.10.AUS.Q?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,gdpp,https://api.economicsobservatory.com/aus/gdpp,https://api.data.abs.gov.au/data/ANA_AGG/M1.GPM_PCA.10.AUS.Q?detail=dataonly&format=jsondata,M1.GPM_PCA.10.AUS.Q,ANA_AGG,GDP per capita,,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/ANA_AGG/M1.GPM_PCA.10.AUS.Q?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,save,https://api.economicsobservatory.com/aus/save,https://api.data.abs.gov.au/data/ANA_AGG/M7.HSR.10.AUS.Q?detail=dataonly&format=jsondata,M7.HSR.10.AUS.Q,ANA_AGG,Saving rate,,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/ANA_AGG/M7.HSR.10.AUS.Q?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,prod,https://api.economicsobservatory.com/aus/prod,https://api.data.abs.gov.au/data/ANA_AGG/M5.GVA_MKT_PHW.10.AUS.Q?detail=dataonly&format=jsondata,M5.GVA_MKT_PHW.10.AUS.Q,ANA_AGG,Productivity,Output per hour - index,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/ANA_AGG/M5.GVA_MKT_PHW.10.AUS.Q?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,term,https://api.economicsobservatory.com/aus/term,https://api.data.abs.gov.au/data/ANA_AGG/M5.TTR.10.AUS.Q?detail=dataonly&format=jsondata,M5.TTR.10.AUS.Q,ANA_AGG,Terms of Trade,Index,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/ANA_AGG/M5.TTR.10.AUS.Q?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,hosd,https://api.economicsobservatory.com/aus/hosd,https://api.data.abs.gov.au/data/RPPI/3.3.1GSYD.Q?detail=dataonly&format=jsondata,3.3.1GSYD.Q,RPPI,House prices - Sydney,% change,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/RPPI/3.3.1GSYD.Q?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
aus,hous,https://api.economicsobservatory.com/aus/hous,https://api.data.abs.gov.au/data/RPPI/3.3.100.Q?detail=dataonly&format=jsondata,3.3.100.Q,RPPI,House prices,% change -eight capitals,https://api.data.abs.gov.au/data/${y}/${x}?detail=dataonly&format=csv,https://api.data.abs.gov.au/data/RPPI/3.3.100.Q?detail=dataonly&format=jsondata,ABS,Australian Bureau of Statistics,,,TIME_PERIOD,OBS_VALUE,1
nga,infl,https://api.economicsobservatory.com/nga/infl,https://nigeria.opendataforafrica.org//api/2.0/data?datasetId=NGNBSNCPIR2017&timerange=1970M1-2025M12&location=NG&item=KN.I1&indicator=KN.N1&measure=KN.M8,,,Inflation,,https://nigeria.opendataforafrica.org//api/2.0/data?datasetId={x}&timerange=2008M1-2018M12&location=NG&item=KN.I1&indicator=KN.N1&measure=KN.M8,https://nigeria.opendataforafrica.org//api/2.0/data?datasetId=NGNBSNCPIR2017&timerange=1970M1-2025M12&location=NG&item=KN.I1&indicator=KN.N1&measure=KN.M8,NBS,Nigerian Bureau of Statistics,,,,,
nga,debt,https://api.economicsobservatory.com/nga/debt,https://cb-nigeria.opendataforafrica.org//api/2.0/data?datasetId=dgrxjlb&indicator=GGALN_G01_XDC,,,Debt,,https://cb-nigeria.opendataforafrica.org//api/2.0/data?datasetId={x}&indicator={y},https://cb-nigeria.opendataforafrica.org//api/2.0/data?datasetId=dgrxjlb&indicator=GGALN_G01_XDC,CBN,Central Bank of Nigeria,,,,,
nga,popu,https://api.economicsobservatory.com/nga/popu,https://nso-nigeria.opendataforafrica.org/api/2.0/data?datasetId=seujnx&indicator=99Z...F...{Z},,,Population,,https://nso-nigeria.opendataforafrica.org/api/2.0/data?datasetId={y}&indicator={x},https://nso-nigeria.opendataforafrica.org/api/2.0/data?datasetId=seujnx&indicator=99Z...F...{Z},NBS,Nigerian Bureau of Statistics,,,,,
nga,unem,https://api.economicsobservatory.com/nga/unem,https://nso-nigeria.opendataforafrica.org/api/2.0/data?datasetId=bgzgbcg&timerange=1970-2025&frequency=A&state=NG&indicator=6201019,,,Unemployment,,,https://nso-nigeria.opendataforafrica.org/api/2.0/data?datasetId=bgzgbcg&timerange=1970-2025&frequency=A&state=NG&indicator=6201019,NBS,Nigerian Bureau of Statistics,,,,,
nga,grow,https://api.economicsobservatory.com/nga/grow,https://nso-nigeria.opendataforafrica.org/api/2.0/data?datasetId=sxyxbgb&indicator=KN.A4,,,Growth,,,https://nso-nigeria.opendataforafrica.org/api/2.0/data?datasetId=sxyxbgb&indicator=KN.A4,NBS,Nigerian Bureau of Statistics,,,,,
ken,infl,https://api.economicsobservatory.com/ken/infl,https://kenya.opendataforafrica.org/api/2.0/data?datasetId=bwopdtc&indicator=I1,,,Inflation,,,https://kenya.opendataforafrica.org/api/2.0/data?datasetId=bwopdtc&indicator=I1,KBS,Kenya National Bureau of Statistics,,,,,
ken,impo,https://api.economicsobservatory.com/ken/impo,https://kenya.opendataforafrica.org/api/2.0/data?datasetId=helbnag&country=C64,,,Imports,,,https://kenya.opendataforafrica.org/api/2.0/data?datasetId=helbnag&country=C64,KBS,Kenya National Bureau of Statistics,,,,,
ken,expo,https://api.economicsobservatory.com/ken/expo,https://kenya.opendataforafrica.org/api/2.0/data?datasetId=offumx&timerange=1970M1-2025M12&indicator=I1,,,Exports,,,https://kenya.opendataforafrica.org/api/2.0/data?datasetId=offumx&timerange=1970M1-2025M12&indicator=I1,KBS,Kenya National Bureau of Statistics,,,,,
jpn,unem,https://api.economicsobservatory.com/jpn/unem,https://dashboard.e-stat.go.jp/api/1.0/Json/getData?Lang=EN&IndicatorCode=0301010000020020010&RegionalRank=2,,,Unemployment,,,https://dashboard.e-stat.go.jp/api/1.0/Json/getData?Lang=EN&IndicatorCode=0301010000020020010&RegionalRank=2,SBJ,Statistics Bureau of Japan,,,,,
jpn,empl,https://api.economicsobservatory.com/jpn/empl,https://dashboard.e-stat.go.jp/api/1.0/Json/getData?Lang=EN&IndicatorCode=0301010000010020000&RegionalRank=2,,,Employment rate,,,https://dashboard.e-stat.go.jp/api/1.0/Json/getData?Lang=EN&IndicatorCode=0301010000010020000&RegionalRank=2,SBJ,Statistics Bureau of Japan,,,,,
jpn,empd,https://api.economicsobservatory.com/jpn/empd,https://dashboard.e-stat.go.jp/api/1.0/Json/getData?Lang=EN&IndicatorCode=0301010000010010010&RegionalRank=2,,,Employed,,,https://dashboard.e-stat.go.jp/api/1.0/Json/getData?Lang=EN&IndicatorCode=0301010000010010010&RegionalRank=2,SBJ,Statistics Bureau of Japan,,,,,
jpn,popu,https://api.economicsobservatory.com/jpn/popu,https://dashboard.e-stat.go.jp/api/1.0/Json/getData?Lang=EN&IndicatorCode=0201010000000010000&RegionalRank=2,,,Population,,,https://dashboard.e-stat.go.jp/api/1.0/Json/getData?Lang=EN&IndicatorCode=0201010000000010000&RegionalRank=2,SBJ,Statistics Bureau of Japan,,,,,
